USER_ID,ITEM_ID,TIMESTAMP
26d60c814479fb52f6d917ab96c43063,5d125bac650b1600016014fe,1561491329
551b556f6467cd478d62e6af0269603c,5cfef8d1650b1600015db5c7,1561504466
551b556f6467cd478d62e6af0269603c,5d075ec8650b1600015efb14,1561504496
19838f75652370f1d41a040c7459edd8,5ca19ca0be7c7e0001203cd4,1561512791
0cd6bd12f649fd0a5dd34b01b859e2fb,5d1361a3650b160001606344,1561567152
b82d65529112e23e976fffe0c380c362,5d1241b3650b160001600b6e,1561575624
b2c4aa633a0923afedb60bf2e785a90d,5cfae991650b1600015d52cc,1561822702
b2c4aa633a0923afedb60bf2e785a90d,5c7b2369c5c1f10001fbd888,1561823295
2eee41b5e73e2f3bae857bdb661257b2,5d188f21650b1600016165b2,1562008500
9749efcf8b9a910b979e483ff05db683,5d124c04650b160001600fc3,1562085482
ba110989197154b25fa756ccd05ec10b,5d123ede650b1600016009d8,1562097121
ba110989197154b25fa756ccd05ec10b,5cf54367650b1600015bf4dc,1562097237
d3bfb3f7bd5b89c0981af86f95a97ca4,5d189397650b16000161681b,1562116943
92de73e8668694ebb42767d373c40412,5d1faf9b650b160001617b1e,1562721846
92de73e8668694ebb42767d373c40412,5d1c9eab650b16000161756f,1562727601
92de73e8668694ebb42767d373c40412,5d1c9eb2650b160001617575,1562727576
92de73e8668694ebb42767d373c40412,5d1c9ea9650b16000161756b,1562727635
588fda4a9d3f975464f5d00834f399c9,5d1361a0650b16000160633f,1561615004
bb1835bfb1a09e5aa0c2c0b8a7d75d3f,5d18a1c7650b16000161704b,1562807125
588fda4a9d3f975464f5d00834f399c9,5d1361a8650b160001606348,1561614965
588fda4a9d3f975464f5d00834f399c9,5d1361a8650b160001606348,1561614979
5cc3f36e658ea400016b9b49,5cfaf224650b1600015d58e7,1560733325
3d4ef3851f7cb2399967d2d04e2e23db,5c35282def84e200014cf364,1552023227
5d039db6f703620009bbe949,5d023fe2650b1600015e7b23,1560525168
5d039db6f703620009bbe949,5d023fe2650b1600015e7b23,1560525240
5d039db6f703620009bbe949,5d023fe2650b1600015e7b23,1560525396
9df92d8d4ed324b7bb8e07f1a09b6c42,5d1faf5b650b160001617b17,1562725793
9df92d8d4ed324b7bb8e07f1a09b6c42,5d1d4488650b160001617628,1562725891
30d0d88a8ad0d3a354aa8d0b3fb80085,5c6a61518e32760001b65818,1550943707
89647e3554f6dbfc6135702ce9e1e2a3,5d1d7d0e650b160001617895,1562341658
2eee41b5e73e2f3bae857bdb661257b2,5c69369d8e32760001b5b131,1562459308
95bfdbd07ad0642d468ea409211640ce,5d12395b650b160001600887,1562581295
7d17411ea1fbac68fe0b66c61fd08af5,5d189aea650b160001616bc6,1562807607
7d17411ea1fbac68fe0b66c61fd08af5,5cff0abf650b1600015dcf9c,1562807707
7d17411ea1fbac68fe0b66c61fd08af5,5cff06b1650b1600015dcf32,1562807783
7d17411ea1fbac68fe0b66c61fd08af5,5d189d73650b160001616d4e,1562807915
c14988212b68044d10935b0d08fec43a,5cfee836650b1600015dac2d,1563048202
c14988212b68044d10935b0d08fec43a,5cf54a1e650b1600015bfa01,1563048227
8e5dd8d0917d8e12dd93c851f834859b,5c9350e5d571a200013db58d,1553196653
8e5dd8d0917d8e12dd93c851f834859b,5c9350e76b8d820001198929,1553196958
de40e294f8b0e673a9f426cf1bb226f4,5c8c5b66be7c7e00011df52b,1553211224
de40e294f8b0e673a9f426cf1bb226f4,5c8a2de0be7c7e00011c6b43,1553211269
94f789808b6c16e0d58d39a0b562f0cb,5c94bad9be7c7e00011f3c11,1553280226
94f789808b6c16e0d58d39a0b562f0cb,5c87b43ebe7c7e00011aa802,1553280470
5b960ab8d0dc40b5fa5d65f98785dac7,5c055997bc09e700019d6578,1553418936
7a6b4723fb3f48da1a3f57700a050e9c,5b7efcb69f5c210001172163,1553784454
7a6b4723fb3f48da1a3f57700a050e9c,5c5da9cd8e32760001b11f05,1553786171
7a6b4723fb3f48da1a3f57700a050e9c,5bfb1c85bc09e70001999102,1554234535
9bd0a3d980cdcca80213be16cdaf5a06,5c5000c88e32760001a9ba4b,1554509259
9bd0a3d980cdcca80213be16cdaf5a06,5c4c55c58e32760001a879e4,1554509535
9bd0a3d980cdcca80213be16cdaf5a06,5c4c55c58e32760001a879e4,1554509548
36202ca51eed956607f4abec6037132b,5c91e56fbe7c7e00011f1e86,1554639532
36202ca51eed956607f4abec6037132b,5c7f5de164ad710001200845,1554641348
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642351
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642353
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642374
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642374
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642384
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642388
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642389
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642389
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642390
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642390
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642391
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642395
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642395
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642395
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642396
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642396
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642396
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642396
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642396
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642397
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642397
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642397
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642397
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642397
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642401
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642402
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642405
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642453
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642457
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554642489
36202ca51eed956607f4abec6037132b,5c9a81f5be7c7e00011fa5a4,1554674343
1be60cd359e7b0cd9302d262ce18d371,5c89e81abe7c7e00011bf58e,1554891711
1be60cd359e7b0cd9302d262ce18d371,5c751bd2c5c1f10001f8536e,1554898280
1be60cd359e7b0cd9302d262ce18d371,5c751bd2c5c1f10001f8536e,1554898286
c8b1293ec10b14f4db2617a69a282f92,5c8a601cbe7c7e00011cc436,1555101321
c8b1293ec10b14f4db2617a69a282f92,5c8a601cbe7c7e00011cc436,1555101335
feb9575ef72d7def687fa753e3766e06,5c78a7ef92596f0001152142,1555448314
feb9575ef72d7def687fa753e3766e06,5c78a7ef92596f0001152142,1555448316
feb9575ef72d7def687fa753e3766e06,5c3841f9ef84e200014e8b49,1555595922
feb9575ef72d7def687fa753e3766e06,5c8c4fe0be7c7e00011de38b,1555596529
feb9575ef72d7def687fa753e3766e06,5bf763d8bc09e7000197c871,1555596637
935c89359736dd23676a91e91500a22c,5caed8c7167b3d0001dcf52e,1555635261
f78fc68a97a947c1537f7825e5c7a977,5cbb07f6650b16000152d623,1555766774
36e00700d662aa003ff83b6bca432bb5,5cbe1ff3650b160001539edb,1555968584
307e8a5057dee5ef63e7a3a79e71fdbc,5c74f7b2c5c1f10001f82280,1556556522
1f204d7edcbebe57365a2bfb528b29a3,5cc6452b650b160001554c12,1556646622
3dc62aed1fa623aed52b3960292e4ecf,5c365f13ef84e200014dc6d6,1556806054
c8b1293ec10b14f4db2617a69a282f92,5ccc329a650b160001555cc9,1556990090
b75d4a352e3466f0bcdb01e5b74dfc09,5c8c534abe7c7e00011de77a,1557105954
9df2022a00228fbef8d9a399f98a5bd2,5d016b73650b1600015e5eaf,1560734268
067c1b828a9dbd9f39dfab06b40e6b5d,5cc1e755650b160001549111,1560854099
067c1b828a9dbd9f39dfab06b40e6b5d,5cf54e8f650b1600015bfd48,1560854260
067c1b828a9dbd9f39dfab06b40e6b5d,5d00a213650b1600015e1b92,1560854333
0a9b2f04638595b82e4bddaf0498d237,5d082d15650b1600015f0274,1560980589
faf5bf5942970976d9ffb6a8b153f178,5d0713fb650b1600015e875d,1560981356
6d52140f1b546d95adc2dcfcc262d816,5d082cdb650b1600015f0267,1560981395
ece1b53c8463673386326860ca5e8b97,5d082cf7650b1600015f026c,1561009670
ece1b53c8463673386326860ca5e8b97,5d082c99650b1600015f025e,1561009754
6e4d7ec8a79fde276b3ce8a07e79b38a,5c99b76cb5d5080001a152f3,1553635858
6e4d7ec8a79fde276b3ce8a07e79b38a,5c99b76cb5d5080001a152f3,1553635859
6e4d7ec8a79fde276b3ce8a07e79b38a,5c99b690b5d5080001a15297,1553635876
6e4d7ec8a79fde276b3ce8a07e79b38a,5c96ccc5b5d5080001a058fc,1553637270
bef9c43535b8c603aba29610d3075a37,5c789838c5c1f10001f9a137,1553734576
727abe0e169e0ee15fa2c93f5380349d,5c77368f92596f00011457e5,1554092836
727abe0e169e0ee15fa2c93f5380349d,5c77368f92596f00011457e5,1554092854
e13345ccfd2e0a6520fb22447cb7ed9b,5c87b1fbbe7c7e00011aa4a4,1554326554
e13345ccfd2e0a6520fb22447cb7ed9b,5c5ea8278e32760001b1877f,1554326617
e13345ccfd2e0a6520fb22447cb7ed9b,5c7a9aaec5c1f10001fb69d1,1554326663
6e4d7ec8a79fde276b3ce8a07e79b38a,5ca8f5fd167b3d0001dc87fb,1554608157
6e4d7ec8a79fde276b3ce8a07e79b38a,5ca442cebe7c7e0001206f78,1554608171
78ab5819962d8d251f6c4759c2c3fb10,5c78751fc5c1f10001f939fe,1554688291
78ab5819962d8d251f6c4759c2c3fb10,5bea26007331630001282fe7,1554688819
78ab5819962d8d251f6c4759c2c3fb10,5bea26007331630001282fe7,1554688839
78ab5819962d8d251f6c4759c2c3fb10,5bea26007331630001282fe7,1554688846
db7001694c2a5261cff2796714abac9b,5c8a156bbe7c7e00011c3f84,1554767147
db7001694c2a5261cff2796714abac9b,5c8a156bbe7c7e00011c3f84,1554767164
db7001694c2a5261cff2796714abac9b,5c8a156bbe7c7e00011c3f84,1554767174
6e4d7ec8a79fde276b3ce8a07e79b38a,5cab6d18650b1600015155c7,1554939184
70b8877d6c598aed923f0b75cb8b96d6,5bc4f988e746e30001fbf3c7,1554946042
70b8877d6c598aed923f0b75cb8b96d6,5bc4f988e746e30001fbf3c7,1554946049
982865ad16e30ffdff0e5c9663d018f5,5c80f7adbe7c7e000117b24e,1555156961
6e4d7ec8a79fde276b3ce8a07e79b38a,5cab31b4650b160001514303,1555159290
6e4d7ec8a79fde276b3ce8a07e79b38a,5cab31b4650b160001514303,1555159308
1d76027d348dcc885dd35461f34eb10b,5cbd3a93650b160001538cfa,1555970643
1d76027d348dcc885dd35461f34eb10b,5cba4d78650b160001527270,1555970668
4f3501f9c47a0be045d8693c5dc75993,5beb6a8473316300014cd942,1560778997
75d33cc69d0c11f9421db11b078cdd73,5cba8441167b3d0001dd3621,1560957269
6e4d7ec8a79fde276b3ce8a07e79b38a,5cabb104650b160001516e9f,1554937493
d5c9246b78d1c4669dcea48dd3ae6ee4,5c5c6c088e32760001af9204,1555036165
d5c9246b78d1c4669dcea48dd3ae6ee4,5c5c6c088e32760001af9204,1555036173
d5c9246b78d1c4669dcea48dd3ae6ee4,5c5c6c088e32760001af9204,1555036182
d5c9246b78d1c4669dcea48dd3ae6ee4,5c4bb3948e32760001a7a561,1555036327
d5c9246b78d1c4669dcea48dd3ae6ee4,5c4bb3948e32760001a7a561,1555036523
6e4d7ec8a79fde276b3ce8a07e79b38a,5cab94bb650b160001516603,1555105548
7ee5111042d12009c0110b7624bc7220,5c30138cbc09e70001a7fc70,1555245303
7ee5111042d12009c0110b7624bc7220,5c30138cbc09e70001a7fc70,1555245351
6e4d7ec8a79fde276b3ce8a07e79b38a,5caac40e650b1600015115b3,1555373555
6e4d7ec8a79fde276b3ce8a07e79b38a,5c996743b5d5080001a1352a,1555373652
ef47cf915ab7dae78154f640b1a09741,5c1e40c9bc09e70001a50f0c,1555895102
1d76027d348dcc885dd35461f34eb10b,5caabac1650b16000151122f,1555971643
3b4094bd3eff7bc892004d7643ff7482,5c4d44fa8e32760001a9223e,1556072409
3b4094bd3eff7bc892004d7643ff7482,5c4d44fa8e32760001a9223e,1556072429
3b4094bd3eff7bc892004d7643ff7482,5c4bff8c8e32760001a7eda8,1556072510
b1fe9d9dcd7c5d1f8385231632afd9bc,5cacb45a167b3d0001dce36d,1556474440
